Localidad: Cumbres,DV,DR,RV,RR,TEMP,HR,PA,Precipitación ,RS,Fecha,Hora
Localidad: Venustiano Carranza,125,121,23.6,34.2,22.7,83,988.2,0,164,24/02/2030,0.4375
Localidad: Venustiano Carranza,123,126,19.7,34.4,22.5,83,988.4,0,209,25/02/2030,0.430555556
Localidad: Venustiano Carranza,124,134,20.9,35.2,22.2,84,988.3,0,178,26/02/2030,0.423611111
Localidad: Venustiano Carranza,124,125,20,29.7,22.2,84,988.3,0,87,27/02/2030,0.416666667
Localidad: Venustiano Carranza,123,129,16.9,26.3,22,84,988.3,0,175,28/02/2030,0.409722222
Localidad: Venustiano Carranza,116,118,16.8,28.6,21.7,84,988.3,0,151,01/03/2030,0.402777778
Localidad: Venustiano Carranza,117,118,15.8,28,21.5,84,988.1,0,138,02/03/2030,0.395833333
Localidad: Venustiano Carranza,115,119,16.8,25.6,21.3,85,988,0,109,03/03/2030,0.388888889
Localidad: Venustiano Carranza,115,117,15.1,25.1,21.2,85,987.8,0,108,04/03/2030,0.381944444
Localidad: Venustiano Carranza,117,119,16.3,25.8,21,85,987.8,0,46,05/03/2030,0.375
Localidad: Venustiano Carranza,118,121,16.5,30.8,21,85,987.9,0,70,06/03/2030,0.368055556
Localidad: Venustiano Carranza,110,112,17,28.3,21,85,987.9,0,61,07/03/2030,0.361111111
Localidad: Venustiano Carranza,113,109,15.2,22.6,21,85,987.8,0,50,08/03/2030,0.354166667
Localidad: Venustiano Carranza,116,129,16.4,30.8,21,85,987.6,0,50,09/03/2030,0.347222222
Localidad: Venustiano Carranza,119,116,19.8,29.7,21.2,85,987.7,0,49,10/03/2030,0.340277778
Localidad: Venustiano Carranza,116,121,19.7,30.2,21.5,84,987.6,0,36,11/03/2030,0.333333333
Localidad: Venustiano Carranza,115,102,17.2,25.8,21.6,84,987.5,0,33,12/03/2030,0.326388889
Localidad: Venustiano Carranza,114,109,16.9,26,21.6,84,987.5,0,37,13/03/2030,0.319444444
Localidad: Venustiano Carranza,112,104,18.2,26.9,21.6,84,987.4,0,31,14/03/2030,0.3125
Localidad: Venustiano Carranza,115,108,17.4,26.5,21.6,84,987.4,0,28,15/03/2030,0.305555556
Localidad: Venustiano Carranza,110,108,16.9,23.7,21.5,84,987.2,0,18,16/03/2030,0.298611111
Localidad: Venustiano Carranza,111,117,17.1,24.2,21.4,84,987.2,0,27,17/03/2030,0.291666667
Localidad: Venustiano Carranza,112,108,17.4,25.6,21.4,84,987.1,0,16,18/03/2030,0.284722222
Localidad: Venustiano Carranza,112,118,19.5,29,21.4,84,986.9,0,12,19/03/2030,0.277777778
Localidad: Venustiano Carranza,111,108,20.3,30.8,21.4,84,986.9,0,5,20/03/2030,0.270833333
Localidad: Venustiano Carranza,115,118,19.1,30.6,21.4,84,986.9,0,1,21/03/2030,0.263888889
Localidad: Venustiano Carranza,113,116,18.3,28.5,21.5,84,986.7,0,0,22/03/2030,0.256944444
Localidad: Venustiano Carranza,112,105,18.1,25.6,21.4,84,986.8,0,0,23/03/2030,0.25
Localidad: Venustiano Carranza,113,112,17.2,25.3,21.4,84,986.7,0,0,24/03/2030,0.243055556
Localidad: Venustiano Carranza,114,113,14.2,21,21.4,84,986.7,0,0,25/03/2030,0.236111111
Localidad: Venustiano Carranza,107,88,13.9,21.6,21.4,84,986.6,0,0,26/03/2030,0.229166667
Localidad: Venustiano Carranza,105,100,14.9,22.4,21.3,84,986.6,0,0,27/03/2030,0.222222222
Localidad: Venustiano Carranza,110,115,15.7,24.4,21.3,84,986.5,0,0,28/03/2030,0.215277778
Localidad: Venustiano Carranza,105,85,14.2,21.9,21.1,85,986.6,0,0,29/03/2030,0.208333333
Localidad: Venustiano Carranza,101,90,16,23.5,21.1,85,986.6,0,0,30/03/2030,0.201388889
Localidad: Venustiano Carranza,106,93,16.1,24,21.3,84,986.6,0,0,31/03/2030,0.194444444
Localidad: Venustiano Carranza,109,106,14.9,24.1,21.4,84,986.6,0,0,01/04/2030,0.1875
Localidad: Venustiano Carranza,109,108,14.5,21.2,21.3,84,986.6,0,0,02/04/2030,0.180555556
Localidad: Venustiano Carranza,112,137,14.4,21,21.4,84,986.4,0,0,03/04/2030,0.173611111
Localidad: Venustiano Carranza,114,93,14.6,20.6,21.2,84,986.5,0,0,04/04/2030,0.166666667
Localidad: Venustiano Carranza,116,125,17.2,26.9,21.4,84,986.5,0,0,05/04/2030,0.159722222
Localidad: Venustiano Carranza,115,130,16.2,24.4,21.6,83,986.6,0,0,06/04/2030,0.152777778
Localidad: Venustiano Carranza,109,118,18,26.3,21.6,83,986.6,0,0,07/04/2030,0.145833333
Localidad: Venustiano Carranza,112,104,16.6,25.9,21.7,83,986.5,0,0,08/04/2030,0.138888889
Localidad: Venustiano Carranza,113,115,17.1,26.2,21.7,83,986.4,0,0,09/04/2030,0.131944444
Localidad: Venustiano Carranza,119,132,16.7,26.5,21.7,83,986.6,0,0,10/04/2030,0.125
Localidad: Venustiano Carranza,116,120,18.2,29.9,21.7,83,986.5,0,0,11/04/2030,0.118055556
Localidad: Venustiano Carranza,119,124,16.9,26.7,21.8,83,986.4,0,0,12/04/2030,0.111111111
Localidad: Venustiano Carranza,122,120,15.9,24.7,21.9,83,986.5,0,0,13/04/2030,0.104166667
Localidad: Venustiano Carranza,122,92,18.7,31.3,22,83,986.5,0,0,14/04/2030,0.097222222
Localidad: Venustiano Carranza,121,121,16.6,25.3,22,83,986.4,0,0,15/04/2030,0.090277778
Localidad: Venustiano Carranza,120,119,18.6,28.1,22,83,986.7,0,0,16/04/2030,0.083333333
Localidad: Venustiano Carranza,115,125,18.8,28.1,22.1,82,986.8,0,0,17/04/2030,0.076388889
Localidad: Venustiano Carranza,123,128,15.9,24.4,22.2,82,986.8,0,0,18/04/2030,0.069444444
Localidad: Venustiano Carranza,130,129,19,29.4,22.2,82,986.8,0,0,19/04/2030,0.0625
Localidad: Venustiano Carranza,124,122,17.9,27.1,22.2,82,986.9,0,0,20/04/2030,0.055555556
Localidad: Venustiano Carranza,127,130,17.1,29,22.2,82,986.8,0,0,21/04/2030,0.048611111
Localidad: Venustiano Carranza,124,141,16.7,27.1,22.3,82,987.1,0,0,22/04/2030,0.041666667
Localidad: Venustiano Carranza,128,130,16.6,25.3,22.3,82,987,0,0,23/04/2030,0.034722222
Localidad: Venustiano Carranza,129,145,16.1,26.9,22.4,81,987.1,0,0,24/04/2030,0.027777778
Localidad: Venustiano Carranza,127,134,14.6,26.7,22.6,80,987,0,0,25/04/2030,0.020833333
Localidad: Venustiano Carranza,127,129,13.4,21.5,22.6,80,987,0,0,26/04/2030,0.013888889
Localidad: Venustiano Carranza,123,137,12.4,18.5,22.7,80,986.8,0,0,27/04/2030,0.006944444
Localidad: Venustiano Carranza,129,133,13.6,22.2,22.7,79,987,0,0,28/04/2030,0
Localidad: Venustiano Carranza,119,131,12.3,19.6,22.7,79,987.1,0,0,29/04/2030,0.993055556
Localidad: Venustiano Carranza,118,114,12,16.6,22.6,78,986.9,0,0,30/04/2030,0.986111111
Localidad: Venustiano Carranza,117,114,12.1,20.1,22.5,78,986.9,0,0,01/05/2030,0.979166667
Localidad: Venustiano Carranza,119,121,14.7,22.6,22.5,77,986.9,0,0,02/05/2030,0.972222222
Localidad: Venustiano Carranza,119,130,15.4,21.9,22.7,77,986.7,0,0,03/05/2030,0.965277778
Localidad: Venustiano Carranza,120,125,15.9,22.9,22.7,77,986.8,0,0,04/05/2030,0.958333333
Localidad: Venustiano Carranza,114,128,14.7,21.7,22.8,77,986.8,0,0,05/05/2030,0.951388889
Localidad: Venustiano Carranza,115,125,15.6,23.1,22.9,76,986.8,0,0,06/05/2030,0.944444444
Localidad: Venustiano Carranza,111,115,15,21.7,23,75,986.9,0,0,07/05/2030,0.9375
Localidad: Venustiano Carranza,121,110,14.4,23.1,23.2,74,986.8,0,0,08/05/2030,0.930555556
Localidad: Venustiano Carranza,123,120,14.3,22.6,23.3,74,986.7,0,0,09/05/2030,0.923611111
Localidad: Venustiano Carranza,128,140,14,22.2,23.4,73,986.9,0,0,10/05/2030,0.916666667
Localidad: Venustiano Carranza,128,143,14.2,22.9,23.6,72,986.9,0,0,11/05/2030,0.909722222
Localidad: Venustiano Carranza,133,128,15,20.3,23.7,72,986.8,0,0,12/05/2030,0.902777778
Localidad: Venustiano Carranza,133,135,16.1,24.4,23.9,71,986.8,0,0,13/05/2030,0.895833333
Localidad: Venustiano Carranza,136,138,16.7,28.5,24,71,986.8,0,0,14/05/2030,0.888888889
Localidad: Venustiano Carranza,139,148,16.1,26.3,24.1,70,986.5,0,0,15/05/2030,0.881944444
Localidad: Venustiano Carranza,141,134,17,26.7,24.1,70,986.5,0,0,16/05/2030,0.875
Localidad: Venustiano Carranza,142,147,17.5,28.6,24.2,70,986.4,0,0,17/05/2030,0.868055556
Localidad: Venustiano Carranza,141,151,17.8,27.4,24.2,70,986.2,0,0,18/05/2030,0.861111111
Localidad: Venustiano Carranza,140,133,18.9,29,24.4,69,986.2,0,0,19/05/2030,0.854166667
Localidad: Venustiano Carranza,136,145,16.8,27.8,24.4,69,986.1,0,0,20/05/2030,0.847222222
Localidad: Venustiano Carranza,133,112,12.2,23.3,24.2,69,985.8,0,0,21/05/2030,0.840277778
Localidad: Venustiano Carranza,130,132,12.7,20.6,24.3,68,986,0,0,22/05/2030,0.833333333
Localidad: Venustiano Carranza,134,143,11.2,18.7,24.2,68,986.1,0,0,23/05/2030,0.826388889
Localidad: Venustiano Carranza,134,136,12.4,19.3,24.4,67,986,0,0,24/05/2030,0.819444444
Localidad: Venustiano Carranza,133,139,13.4,19.2,24.5,66,985.9,0,0,25/05/2030,0.8125
Localidad: Venustiano Carranza,133,135,14,22.2,24.7,65,985.8,0,0,26/05/2030,0.805555556
Localidad: Venustiano Carranza,132,138,15.9,24.2,24.9,64,985.6,0,0,27/05/2030,0.798611111
Localidad: Venustiano Carranza,138,137,18.6,26.7,25.3,63,985.7,0,3,28/05/2030,0.791666667
Localidad: Venustiano Carranza,135,145,18.3,27.4,25.5,61,985.7,0,10,29/05/2030,0.784722222
Localidad: Venustiano Carranza,140,144,20.7,31.7,25.6,60,985.6,0,11,30/05/2030,0.777777778
Localidad: Venustiano Carranza,140,139,17,30.8,25.8,59,985.6,0,15,31/05/2030,0.770833333
Localidad: Venustiano Carranza,145,159,17.9,29,26.2,58,985.6,0,36,01/06/2030,0.763888889
Localidad: Venustiano Carranza,137,132,23.9,36.8,26.7,58,985.4,0,120,02/06/2030,0.756944444
Localidad: Venustiano Carranza,146,151,18.2,31.5,26.9,58,985.3,0,130,03/06/2030,0.75
Localidad: Venustiano Carranza,128,140,19.4,30.2,27.2,55,985.3,0,163,04/06/2030,0.743055556
Localidad: Venustiano Carranza,139,121,19.5,31.3,27.4,55,985.2,0,208,05/06/2030,0.736111111
Localidad: Venustiano Carranza,137,134,21.6,34.7,27.3,57,985.1,0,240,06/06/2030,0.729166667
Localidad: Venustiano Carranza,132,121,20.5,32.9,27.3,56,985.2,0,131,07/06/2030,0.722222222
Localidad: Venustiano Carranza,132,128,16,27.6,27.3,57,984.8,0,377,08/06/2030,0.715277778
Localidad: Venustiano Carranza,120,127,19.5,34.7,26.9,58,985.2,0,149,09/06/2030,0.708333333
Localidad: Venustiano Carranza,126,117,16.3,26,27.6,57,985.2,0,248,10/06/2030,0.701388889
Localidad: Venustiano Carranza,123,111,19.2,30.9,27.5,56,985.3,0,213,11/06/2030,0.694444444
Localidad: Venustiano Carranza,129,140,17.9,30.8,27.9,54,985.2,0,418,12/06/2030,0.6875
Localidad: Venustiano Carranza,123,134,17.9,31.5,27.2,56,985.2,0,272,13/06/2030,0.680555556
Localidad: Venustiano Carranza,122,130,19.5,34,28,55,985.1,0,261,14/06/2030,0.673611111
Localidad: Venustiano Carranza,138,135,21,32,27.6,56,985.1,0,422,15/06/2030,0.666666667
Localidad: Venustiano Carranza,115,114,16.7,29.3,27.6,57,985.4,0,368,16/06/2030,0.659722222
Localidad: Venustiano Carranza,114,124,18.1,29.5,27.2,59,985.5,0,712,17/06/2030,0.652777778
Localidad: Venustiano Carranza,123,135,20.7,36.8,26.9,58,985.8,0,238,18/06/2030,0.645833333
Localidad: Venustiano Carranza,139,140,15.4,25,26.9,59,985.8,0,157,19/06/2030,0.638888889
Localidad: Venustiano Carranza,126,127,16,24.8,27.3,58,985.7,0,186,20/06/2030,0.631944444
Localidad: Venustiano Carranza,126,130,19.5,29.4,27.2,58,986,0,262,21/06/2030,0.625
Localidad: Venustiano Carranza,135,134,18.8,29.2,27.4,56,986,0,327,22/06/2030,0.618055556
Localidad: Venustiano Carranza,133,127,17,28.3,27.8,52,986.2,0,419,23/06/2030,0.611111111
Localidad: Venustiano Carranza,137,144,17.1,31.4,27.6,54,986.2,0,367,24/06/2030,0.604166667
Localidad: Venustiano Carranza,123,110,17.6,25.6,27.4,57,986.2,0,273,25/06/2030,0.597222222
Localidad: Venustiano Carranza,114,115,15.8,28,28.1,56,986.2,0,351,26/06/2030,0.590277778
Localidad: Venustiano Carranza,128,111,13.1,20.1,27.4,56,986.4,0,341,27/06/2030,0.583333333
Localidad: Venustiano Carranza,138,102,15.1,25.1,27.2,57,986.5,0,264,28/06/2030,0.576388889
Localidad: Venustiano Carranza,148,134,15,25.1,27.8,55,986.7,0,403,29/06/2030,0.569444444
Localidad: Venustiano Carranza,123,98,14.3,28.8,27.8,56,986.8,0,307,30/06/2030,0.5625
Localidad: Venustiano Carranza,140,169,10.6,19.2,27.5,58,987,0,695,01/07/2030,0.555555556
Localidad: Venustiano Carranza,147,147,11.9,21.7,28,57,987,0,369,02/07/2030,0.548611111
Localidad: Venustiano Carranza,164,172,8.1,18.3,26.7,59,987.2,0,356,03/07/2030,0.541666667
Localidad: Venustiano Carranza,137,133,7.1,14.4,27.3,58,987.4,0,355,04/07/2030,0.534722222
Localidad: Venustiano Carranza,128,134,8.7,19.2,26.9,60,987.6,0,318,05/07/2030,0.527777778
Localidad: Venustiano Carranza,130,122,11.3,20.8,27.8,59,987.7,0,1211,06/07/2030,0.520833333
Localidad: Venustiano Carranza,141,142,9,18,26.6,60,987.7,0,727,07/07/2030,0.513888889
Localidad: Venustiano Carranza,120,113,10.9,19,27.1,61,987.7,0,992,08/07/2030,0.506944444
Localidad: Venustiano Carranza,102,105,11.4,19.6,26.8,61,987.9,0,984,09/07/2030,0.5
Localidad: Venustiano Carranza,104,117,11.3,20.3,26,64,988,0,1103,10/07/2030,0.493055556
Localidad: Venustiano Carranza,103,98,11.3,19.6,25.5,65,988.1,0,591,11/07/2030,0.486111111
Localidad: Venustiano Carranza,123,129,10,20.3,26.3,64,988.1,0,385,12/07/2030,0.479166667
Localidad: Venustiano Carranza,117,123,8.5,17.8,26.2,64,988.3,0,1045,13/07/2030,0.472222222
Localidad: Venustiano Carranza,106,111,4.2,15,25.3,68,988.3,0,1010,14/07/2030,0.465277778
Localidad: Venustiano Carranza,226,245,4.1,8,24.8,70,988.6,0,220,15/07/2030,0.458333333
Localidad: Venustiano Carranza,196,216,2.4,8.4,23.6,75,988.7,0,734,16/07/2030,0.451388889
Localidad: Venustiano Carranza,222,257,2.6,10,23.9,73,988.7,0,270,17/07/2030,0.444444444
Localidad: Venustiano Carranza,141,153,8.3,15,24.2,70,988.7,0,334,18/07/2030,0.4375
Localidad: Venustiano Carranza,117,104,7.5,16.4,24.8,69,988.6,0,545,19/07/2030,0.430555556
Localidad: Venustiano Carranza,120,117,8.6,14.3,24.6,70,988.3,0,819,20/07/2030,0.423611111
Localidad: Venustiano Carranza,110,120,8.6,15,23.1,74,988.4,0.2,272,21/07/2030,0.416666667
Localidad: Venustiano Carranza,106,98,8.8,16.1,23.2,73,988.4,0,244,22/07/2030,0.409722222
Localidad: Venustiano Carranza,151,136,6.9,14.3,23.3,76,988.3,0,748,23/07/2030,0.402777778
Localidad: Venustiano Carranza,129,166,8.1,14.1,23.1,75,988.2,0,254,24/07/2030,0.395833333
Localidad: Venustiano Carranza,116,123,8.5,15.5,22.6,76,988.1,0,308,25/07/2030,0.388888889
Localidad: Venustiano Carranza,112,121,8.7,14.5,23.2,75,987.9,0,327,26/07/2030,0.381944444
Localidad: Venustiano Carranza,115,95,8.9,18.2,22.6,76,987.9,0,668,27/07/2030,0.375
Localidad: Venustiano Carranza,105,95,9.9,16.4,22.5,77,987.8,0,489,28/07/2030,0.368055556
Localidad: Venustiano Carranza,116,127,11.3,17.5,22.3,77,987.7,0,294,29/07/2030,0.361111111
Localidad: Venustiano Carranza,110,106,12,18,21.9,79,987.6,0,306,30/07/2030,0.354166667
Localidad: Venustiano Carranza,129,112,12.1,19.8,22,79,987.6,0,500,31/07/2030,0.347222222
Localidad: Venustiano Carranza,124,123,11.5,19.2,21.2,83,987.3,0,500,01/08/2030,0.340277778
Localidad: Venustiano Carranza,115,114,11.3,19.2,20,84,987.4,0,164,02/08/2030,0.333333333
Localidad: Venustiano Carranza,100,116,12.4,18.4,19.4,84,987.3,0,130,03/08/2030,0.326388889
Localidad: Venustiano Carranza,86,86,11.9,16.4,19.6,84,987.2,0,256,04/08/2030,0.319444444
Localidad: Venustiano Carranza,84,85,12.4,15.5,19.1,85,987.1,0,223,05/08/2030,0.3125
Localidad: Venustiano Carranza,70,73,11.3,14.8,18.8,85,987,0,179,06/08/2030,0.305555556
Localidad: Venustiano Carranza,55,54,12.7,15,18.1,85,986.7,0,132,07/08/2030,0.298611111
Localidad: Venustiano Carranza,58,65,12.2,14.1,17.8,86,986.8,0,108,08/08/2030,0.291666667
Localidad: Venustiano Carranza,63,71,12.3,14.1,17.7,86,986.7,0,69,09/08/2030,0.284722222
Localidad: Venustiano Carranza,66,75,11.7,13.5,17.5,86,986.5,0,37,10/08/2030,0.277777778
Localidad: Venustiano Carranza,69,64,12.2,14.2,17.2,86,986.3,0,7,11/08/2030,0.270833333
Localidad: Venustiano Carranza,63,62,11.5,14,17.2,86,986.2,0,1,12/08/2030,0.263888889
Localidad: Venustiano Carranza,71,73,12,13.7,17.3,86,986.1,0,0,13/08/2030,0.256944444
Localidad: Venustiano Carranza,76,75,12.1,15.6,17.3,86,986.1,0,0,14/08/2030,0.25
Localidad: Venustiano Carranza,78,75,12.3,14.3,17.3,86,986,0,0,15/08/2030,0.243055556
Localidad: Venustiano Carranza,77,73,12.4,15.4,17.5,86,986.1,0,0,16/08/2030,0.236111111
Localidad: Venustiano Carranza,85,92,11.2,14.2,17.5,86,986,0,0,17/08/2030,0.229166667
Localidad: Venustiano Carranza,81,70,11.1,13.9,17.6,86,986,0,0,18/08/2030,0.222222222
Localidad: Venustiano Carranza,73,51,11.6,16.2,17.7,86,985.8,0,0,19/08/2030,0.215277778
Localidad: Venustiano Carranza,57,51,10.5,15,17.9,86,985.8,0,0,20/08/2030,0.208333333
Localidad: Venustiano Carranza,48,50,9,13.2,18.1,86,985.8,0,0,21/08/2030,0.201388889
Localidad: Venustiano Carranza,60,53,8.7,13.2,18.3,85,985.9,0,0,22/08/2030,0.194444444
Localidad: Venustiano Carranza,53,52,8.6,11.8,18.4,85,985.9,0,0,23/08/2030,0.1875
Localidad: Venustiano Carranza,58,56,9.9,13.4,18.6,85,986,0,0,24/08/2030,0.180555556
Localidad: Venustiano Carranza,64,85,10.8,15.2,18.7,85,985.9,0,0,25/08/2030,0.173611111
Localidad: Venustiano Carranza,75,80,13,19.1,18.9,85,986.1,0,0,26/08/2030,0.166666667
Localidad: Venustiano Carranza,71,72,13.7,18.2,18.9,85,986,0,0,27/08/2030,0.159722222
Localidad: Venustiano Carranza,70,61,11.8,17.9,19,85,985.9,0,0,28/08/2030,0.152777778
Localidad: Venustiano Carranza,72,58,12.2,19.5,19.1,85,985.9,0,0,29/08/2030,0.145833333
Localidad: Venustiano Carranza,65,61,12.1,16.7,19.2,85,985.8,0,0,30/08/2030,0.138888889
Localidad: Venustiano Carranza,69,53,12.7,18.6,19.3,85,985.6,0,0,31/08/2030,0.131944444
Localidad: Venustiano Carranza,71,73,13.1,17.9,19.3,85,985.8,0,0,01/09/2030,0.125
Localidad: Venustiano Carranza,73,74,12.4,17.2,19.4,85,985.9,0,0,02/09/2030,0.118055556
Localidad: Venustiano Carranza,92,104,13.3,19.7,19.5,85,985.8,0,0,03/09/2030,0.111111111
Localidad: Venustiano Carranza,97,110,15.1,22.9,19.5,85,985.7,0,0,04/09/2030,0.104166667
Localidad: Venustiano Carranza,107,100,14,19.5,19.7,85,985.8,0,0,05/09/2030,0.097222222
Localidad: Venustiano Carranza,124,132,14,24.9,19.8,85,985.8,0,0,06/09/2030,0.090277778
Localidad: Venustiano Carranza,131,137,18.3,30.4,19.9,84,986.1,0,0,07/09/2030,0.083333333
Localidad: Venustiano Carranza,126,114,16.3,26.3,19.8,85,986.2,0,0,08/09/2030,0.076388889
Localidad: Venustiano Carranza,128,144,14.3,24.9,19.7,85,986.2,0,0,09/09/2030,0.069444444
Localidad: Venustiano Carranza,122,143,13.2,20.6,19.7,85,986.1,0,0,10/09/2030,0.0625
Localidad: Venustiano Carranza,112,136,15.7,27.3,19.7,85,986,0,0,11/09/2030,0.055555556
Localidad: Venustiano Carranza,108,128,17.2,29.3,19.6,85,985.6,0,0,12/09/2030,0.048611111
Localidad: Venustiano Carranza,111,106,17.9,29,19.7,85,985.8,0,0,13/09/2030,0.041666667
Localidad: Venustiano Carranza,112,96,18.5,27.4,19.7,85,986,0,0,14/09/2030,0.034722222
Localidad: Venustiano Carranza,113,116,17,26.1,19.7,85,986.1,0,0,15/09/2030,0.027777778
Localidad: Venustiano Carranza,117,97,13.7,19.2,19.6,85,986.4,0,0,16/09/2030,0.020833333
Localidad: Venustiano Carranza,118,111,14.2,22.4,19.6,85,986.4,0,0,17/09/2030,0.013888889
Localidad: Venustiano Carranza,108,97,15.8,23.5,19.6,85,986.1,0,0,18/09/2030,0.006944444
Localidad: Venustiano Carranza,108,125,15.8,23.8,19.6,85,986.2,0,0,19/09/2030,0
Localidad: Venustiano Carranza,121,114,15.6,22.7,19.7,85,986.3,0,0,20/09/2030,0.993055556
Localidad: Venustiano Carranza,116,122,13.1,22.5,19.7,85,986.4,0,0,21/09/2030,0.986111111
Localidad: Venustiano Carranza,102,103,15.3,23.6,19.7,85,986.2,0,0,22/09/2030,0.979166667
Localidad: Venustiano Carranza,108,99,14.5,22.4,19.8,85,986.2,0,0,23/09/2030,0.972222222
Localidad: Venustiano Carranza,106,118,18.3,25.4,19.8,85,986,0,0,24/09/2030,0.965277778
Localidad: Venustiano Carranza,123,125,14.6,23.8,20,85,986.6,0,0,25/09/2030,0.958333333
Localidad: Venustiano Carranza,129,133,12.7,21.3,20.3,84,987,0,0,26/09/2030,0.951388889
Localidad: Venustiano Carranza,125,135,12.9,19.4,20.5,83,986.9,0,0,27/09/2030,0.944444444
Localidad: Venustiano Carranza,127,127,12.7,18.7,20.6,83,987,0,0,28/09/2030,0.9375
Localidad: Venustiano Carranza,129,146,12.9,18.3,20.6,83,987.1,0,0,29/09/2030,0.930555556
Localidad: Venustiano Carranza,120,120,12.9,18.7,20.7,82,987.2,0,0,30/09/2030,0.923611111
Localidad: Venustiano Carranza,113,116,14.8,22.6,20.7,82,987.3,0,0,01/10/2030,0.916666667
Localidad: Venustiano Carranza,113,117,16.1,24.7,20.8,82,987.2,0,0,02/10/2030,0.909722222
Localidad: Venustiano Carranza,115,125,15.3,22.6,20.9,82,987.2,0,0,03/10/2030,0.902777778
Localidad: Venustiano Carranza,117,127,15.1,24,21,81,987.3,0,0,04/10/2030,0.895833333
Localidad: Venustiano Carranza,117,117,16.3,25.8,21.1,81,987.2,0,0,05/10/2030,0.888888889
Localidad: Venustiano Carranza,120,120,16.5,23.7,21.1,81,987,0,0,06/10/2030,0.881944444
Localidad: Venustiano Carranza,118,119,15.1,20.8,21.1,81,986.9,0,0,07/10/2030,0.875
Localidad: Venustiano Carranza,120,132,12.5,18.5,21.1,81,986.6,0,0,08/10/2030,0.868055556
Localidad: Venustiano Carranza,116,124,10.7,14.6,21.2,81,986.7,0,0,09/10/2030,0.861111111
Localidad: Venustiano Carranza,111,115,12.2,16.4,21.3,80,986.5,0,0,10/10/2030,0.854166667
Localidad: Venustiano Carranza,109,110,13.9,19.9,21.3,80,986.3,0,0,11/10/2030,0.847222222
Localidad: Venustiano Carranza,118,133,13.5,21.5,21.5,80,986.1,0,0,12/10/2030,0.840277778
Localidad: Venustiano Carranza,118,117,14,22.2,21.6,79,986.3,0,0,13/10/2030,0.833333333
Localidad: Venustiano Carranza,119,108,15.1,23.7,21.7,79,986,0,0,14/10/2030,0.826388889
Localidad: Venustiano Carranza,116,120,15.1,24,21.9,78,985.8,0,0,15/10/2030,0.819444444
Localidad: Venustiano Carranza,125,126,15.6,25.1,22.1,77,985.7,0,0,16/10/2030,0.8125
Localidad: Venustiano Carranza,118,120,16.7,22.8,22.2,77,985.8,0,0,17/10/2030,0.805555556
Localidad: Venustiano Carranza,109,113,15.3,25.8,22.3,77,985.6,0,0,18/10/2030,0.798611111
Localidad: Venustiano Carranza,105,104,11.5,17.3,22.3,78,985.7,0,1,19/10/2030,0.791666667
Localidad: Venustiano Carranza,101,114,13.9,21.9,22.4,78,985.5,0,8,20/10/2030,0.784722222
Localidad: Venustiano Carranza,105,108,15.5,22.8,22.7,77,985.2,0,28,21/10/2030,0.777777778
Localidad: Venustiano Carranza,111,110,14.2,22.4,22.6,77,985,0,37,22/10/2030,0.770833333
Localidad: Venustiano Carranza,106,92,17.6,29.9,22.7,77,985.1,0,27,23/10/2030,0.763888889
Localidad: Venustiano Carranza,112,118,16.1,25.1,22.6,78,984.8,0,22,24/10/2030,0.756944444
Localidad: Venustiano Carranza,107,107,13.9,20.3,22.6,78,984.9,0,11,25/10/2030,0.75
Localidad: Venustiano Carranza,103,118,18.2,28.3,22.6,78,984.8,0,24,26/10/2030,0.743055556
Localidad: Venustiano Carranza,107,106,20.4,32.4,22.7,78,984.8,0,24,27/10/2030,0.736111111
Localidad: Venustiano Carranza,104,92,20.3,31.2,22.7,79,984.6,0,56,28/10/2030,0.729166667
Localidad: Venustiano Carranza,110,120,19.3,31.9,22.9,78,984.6,0,101,29/10/2030,0.722222222
Localidad: Venustiano Carranza,119,126,21.4,34.6,22.9,79,984.4,0,69,30/10/2030,0.715277778
Localidad: Venustiano Carranza,118,131,20.2,31,22.8,79,984.5,0,159,31/10/2030,0.708333333
Localidad: Venustiano Carranza,109,102,18.6,26.9,22.9,80,984.6,0,153,01/11/2030,0.701388889
Localidad: Venustiano Carranza,109,96,20.9,29.9,22.7,81,984.8,0,239,02/11/2030,0.694444444
Localidad: Venustiano Carranza,111,104,21.8,29.7,22.7,81,984.8,0.2,222,03/11/2030,0.6875
Localidad: Venustiano Carranza,122,115,19.9,31,22.4,82,984.7,0,207,04/11/2030,0.680555556
Localidad: Venustiano Carranza,121,143,17,27.8,22.3,82,984.6,0,93,05/11/2030,0.673611111
Localidad: Venustiano Carranza,112,104,14.9,22.8,22.5,83,984.9,0,49,06/11/2030,0.666666667
Localidad: Venustiano Carranza,108,120,16.5,31.9,22.5,83,984.8,0,162,07/11/2030,0.659722222
Localidad: Venustiano Carranza,104,117,12.5,18.7,22.3,84,984.8,0,174,08/11/2030,0.652777778
Localidad: Venustiano Carranza,98,104,12.2,18,21.9,85,984.7,0,349,09/11/2030,0.645833333
Localidad: Venustiano Carranza,111,114,16,25.1,21.5,85,984.8,0,203,10/11/2030,0.638888889
Localidad: Venustiano Carranza,110,112,16.9,23.9,21.4,85,984.7,0,166,11/11/2030,0.631944444
Localidad: Venustiano Carranza,109,105,18.1,27.1,21.6,85,984.9,0.8,259,12/11/2030,0.625
